token	type
mediumaquamarine (#63D8BB)	color
slateblue (#8763BB)	color
indianred (#BB6F63)	color
slateblue (#636FBB)	color
palevioletred (#BB6387)	color
darkkhaki (#BBD863)	color
mediumseagreen (#07BB63)	color
blueviolet (#631EBB)	color
indianred (#BB4163)	color
darkkhaki (#9EBB63)	color
mediumaquamarine (#63B6BB)	color
mediumorchid (#AA63BB)	color
sienna (#BB6335)	color
slateblue (#634DBB)	color
royalblue (#1263BB)	color
mediumorchid (#BB63CC)	color
sandybrown (#E4BB63)	color
mediumseagreen (#63BB7B)	color
slateblue (#6363BB)	color
paleturquoise (#BBF8F8)	color
deepskyblue (#13BBF8)	color
sandybrown (#F8BB49)	color
turquoise (#2EF8BB)	color
paleturquoise (#BBF8DD)	color
orchid (#BB7FF8)	color
aquamarine (#64F8BB)	color
palegreen (#BBF8A7)	color
lightsteelblue (#BBB5F8)	color
burlywood (#F8BB9A)	color
hotpink (#F872BB)	color
paleturquoise (#BBEBF8)	color
pink (#F8BBD0)	color
hotpink (#F83CBB)	color
turquoise (#21F8BB)	color
darkviolet (#BB06F8)	color
deeppink (#F806BB)	color
greenyellow (#BBF821)	color
mediumorchid (#BB3CF8)	color
thistle (#D0BBF8)	color
moccasin (#F8EBBB)	color
orchid (#BB72F8)	color
lightskyblue (#9ABBF8)	color
lightpink (#F8B5BB)	color
palegreen (#A7F8BB)	color
greenyellow (#BBF864)	color
hotpink (#F87FBB)	color
palegoldenrod (#DDF8BB)	color
greenyellow (#BBF82E)	color
cornflowerblue (#49BBF8)	color
orange (#F8BB13)	color
lemonchiffon (#F8F8BB)	color
rosybrown (#BB8D8D)	color
darkseagreen (#ABBB8D)	color
darkseagreen (#8DBBAE)	color
darkgray (#908DBB)	color
rosybrown (#BB8DA8)	color
tan (#BBB18D)	color
darkgray (#938DBB)	color
rosybrown (#BB8DA5)	color
tan (#BBB48D)	color
darkseagreen (#8DBB96)	color
darkgray (#8DA2BB)	color
tan (#BBB78D)	color
darkseagreen (#8DBB99)	color
darkgray (#8D9FBB)	color
darkgray (#BA8DBB)	color
rosybrown (#BB9C8D)	color
darkgray (#8D9CBB)	color
darkgray (#BB8DBA)	color
rosybrown (#BB9F8D)	color
darkseagreen (#99BB8D)	color
darkgray (#8DB7BB)	color
rosybrown (#BBA28D)	color
darkseagreen (#96BB8D)	color
darkgray (#8DB4BB)	color
darkgray (#A58DBB)	color
rosybrown (#BB8D93)	color
darkgray (#8DB1BB)	color
darkgray (#A88DBB)	color
rosybrown (#BB8D90)	color
darkseagreen (#AEBB8D)	color
darkseagreen (#8DBBAB)	color
lightslategray (#8D8DBB)	color
firebrick (#BB2222)	color
limegreen (#43BB22)	color
limegreen (#22BB13)	color
deeppink (#F322BB)	color
mediumvioletred (#BB2273)	color
greenyellow (#BBE322)	color
darkorchid (#C322BB)	color
mediumvioletred (#BB22A3)	color
goldenrod (#BBB322)	color
lightseagreen (#22BB93)	color
lightseagreen (#22D3BB)	color
darkgoldenrod (#BB8322)	color
mediumseagreen (#22BB63)	color
mediumblue (#2203BB)	color
darkslateblue (#5322BB)	color
firebrick (#BB3322)	color
darkslateblue (#2233BB)	color
crimson (#BB2253)	color
firebrick (#BB0322)	color
olivedrab (#63BB22)	color
steelblue (#2283BB)	color
yellowgreen (#BBD322)	color
yellowgreen (#93BB22)	color
lightseagreen (#22B3BB)	color
darkorchid (#A322BB)	color
darkorchid (#BB22C3)	color
turquoise (#22E3BB)	color
darkorchid (#7322BB)	color
blueviolet (#BB22F3)	color
limegreen (#13BB22)	color
limegreen (#22BB43)	color
mediumblue (#2222BB)	color
silver (#BBB7B7)	color
silver (#DBBBB7)	color
darkkhaki (#B7BB78)	color
mediumaquamarine (#55B7BB)	color
yellowgreen (#BBB73E)	color
darkorchid (#BB15B7)	color
lightpink (#F2B7BB)	color
darkgray (#BBB7A1)	color
silver (#BBB3B7)	color
tan (#B7BB8F)	color
darkviolet (#B704BB)	color
mediumorchid (#BB50B7)	color
yellowgreen (#B7BB2C)	color
mediumorchid (#B766BB)	color
lightpink (#EDB7BB)	color
silver (#BBC9B7)	color
silver (#B7C9BB)	color
lightsteelblue (#BBB7ED)	color
mediumorchid (#BB66B7)	color
lightseagreen (#2CBBB7)	color
mediumorchid (#B750BB)	color
darkviolet (#BB04B7)	color
darkgray (#8FBBB7)	color
silver (#B7B3BB)	color
darkgray (#A1B7BB)	color
lightsteelblue (#BBB7F2)	color
darkorchid (#B715BB)	color
mediumturquoise (#3EB7BB)	color
darkkhaki (#BBB755)	color
mediumaquamarine (#78BBB7)	color
lightsteelblue (#B7BBDB)	color
silver (#B7B7BB)	color
indianred (#BB4C4C)	color
yellowgreen (#73BB4C)	color
mediumturquoise (#4CBBDD)	color
mediumorchid (#B74CBB)	color
chocolate (#BB4C09)	color
indianred (#BB484C)	color
royalblue (#214CBB)	color
palevioletred (#BB4C9F)	color
darkkhaki (#BBB24C)	color
mediumseagreen (#4CBB8B)	color
darkslateblue (#4C34BB)	color
crimson (#BB1C4C)	color
cornflowerblue (#4CBBF6)	color
mediumturquoise (#4CCABB)	color
slateblue (#864CBB)	color
indianred (#BB604C)	color
steelblue (#4C60BB)	color
indianred (#BB4C86)	color
darkkhaki (#BBCA4C)	color
sandybrown (#F6BB4C)	color
darkslateblue (#4C1CBB)	color
brown (#BB344C)	color
yellowgreen (#8BBB4C)	color
mediumturquoise (#4CB2BB)	color
darkorchid (#9F4CBB)	color
sienna (#BB4C21)	color
slateblue (#4C48BB)	color
royalblue (#094CBB)	color
mediumorchid (#BB4CB7)	color
sandybrown (#DDBB4C)	color
mediumseagreen (#4CBB73)	color
slateblue (#4C4CBB)	color
powderblue (#BBE1E1)	color
darkturquoise (#0BBBE1)	color
goldenrod (#E1BB42)	color
darkturquoise (#19E1BB)	color
powderblue (#BBE1D4)	color
orchid (#BB7AE1)	color
mediumturquoise (#50E1BB)	color
palegreen (#BBE19C)	color
lightsteelblue (#BBB1E1)	color
burlywood (#E1BB88)	color
orchid (#E165BB)	color
powderblue (#BBE8E1)	color
thistle (#E1BBBF)	color
deeppink (#E12EBB)	color
turquoise (#20E1BB)	color
paleturquoise (#BBF6E1)	color
palegoldenrod (#E1F6BB)	color
greenyellow (#BBE120)	color
darkorchid (#BB2EE1)	color
lightsteelblue (#BFBBE1)	color
palegoldenrod (#E1E8BB)	color
mediumorchid (#BB65E1)	color
skyblue (#88BBE1)	color
lightpink (#E1B1BB)	color
palegreen (#9CE1BB)	color
greenyellow (#BBE150)	color
orchid (#E17ABB)	color
lightgray (#D4E1BB)	color
greenyellow (#BBE119)	color
mediumturquoise (#42BBE1)	color
goldenrod (#E1BB0B)	color
wheat (#E1E1BB)	color
rosybrown (#BB7676)	color
darkkhaki (#A3BB76)	color
mediumaquamarine (#76BBA7)	color
slateblue (#7B76BB)	color
rosybrown (#BB769F)	color
darkkhaki (#BBAC76)	color
mediumpurple (#7F76BB)	color
rosybrown (#BB769A)	color
darkkhaki (#BBB076)	color
darkseagreen (#76BB84)	color
cadetblue (#7696BB)	color
darkkhaki (#BBB576)	color
darkseagreen (#76BB88)	color
lightslategray (#7691BB)	color
mediumorchid (#B976BB)	color
rosybrown (#BB8D76)	color
lightslategray (#768DBB)	color
mediumorchid (#BB76B9)	color
rosybrown (#BB9176)	color
darkseagreen (#88BB76)	color
mediumaquamarine (#76B5BB)	color
rosybrown (#BB9676)	color
darkseagreen (#84BB76)	color
mediumaquamarine (#76B0BB)	color
mediumpurple (#9A76BB)	color
rosybrown (#BB767F)	color
cadetblue (#76ACBB)	color
mediumpurple (#9F76BB)	color
rosybrown (#BB767B)	color
darkkhaki (#A7BB76)	color
mediumaquamarine (#76BBA3)	color
slateblue (#7676BB)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
lightgray (#CCCCCC)	color
indianred (#CC4040)	color
sandybrown (#FECC40)	color
mediumturquoise (#40CCDE)	color
royalblue (#2040CC)	color
firebrick (#CC401E)	color
goldenrod (#CCBD40)	color
mediumblue (#0040CC)	color
indianred (#CC403E)	color
peru (#CC9D40)	color
mediumturquoise (#40CCE0)	color
royalblue (#405FCC)	color
peru (#CC7D40)	color
mediumturquoise (#40CCBF)	color
steelblue (#407FCC)	color
slateblue (#5C40CC)	color
peru (#CC9F40)	color
steelblue (#409FCC)	color
indianred (#CC405C)	color
peru (#CC7F40)	color
yellowgreen (#BFCC40)	color
steelblue (#407DCC)	color
indianred (#CC5F40)	color
goldenrod (#E0CC40)	color
steelblue (#409DCC)	color
royalblue (#3E40CC)	color
chocolate (#CC4000)	color
mediumturquoise (#40BDCC)	color
royalblue (#1E40CC)	color
firebrick (#CC4020)	color
goldenrod (#DECC40)	color
turquoise (#40CCFE)	color
royalblue (#4040CC)	color
silver (#CCB4B4)	color
lightseagreen (#2FCCB4)	color
lightblue (#B4CCEF)	color
mediumaquamarine (#74B4CC)	color
darkkhaki (#CCB470)	color
silver (#CCAEB4)	color
mediumturquoise (#33B4CC)	color
silver (#CCB4B0)	color
palevioletred (#CC6EB4)	color
lightblue (#B4CCF3)	color
powderblue (#B4F1CC)	color
mediumvioletred (#CC2DB4)	color
silver (#B4CCB2)	color
darkorchid (#B431CC)	color
lightpink (#EDB4CC)	color
palevioletred (#CC72B4)	color
mediumorchid (#B472CC)	color
thistle (#CCB4ED)	color
mediumorchid (#CC31B4)	color
silver (#B2CCB4)	color
darkorchid (#B42DCC)	color
palegoldenrod (#CCF1B4)	color
wheat (#F3CCB4)	color
mediumorchid (#B46ECC)	color
silver (#B0B4CC)	color
goldenrod (#CCB433)	color
silver (#B4AECC)	color
mediumaquamarine (#70B4CC)	color
darkkhaki (#CCB474)	color
wheat (#EFCCB4)	color
yellowgreen (#B4CC2F)	color
silver (#B4B4CC)	color
firebrick (#CC2828)	color
limegreen (#61CC28)	color
limegreen (#28CC00)	color
mediumorchid (#C828CC)	color
mediumorchid (#CC28C2)	color
goldenrod (#CC9F28)	color
blueviolet (#6728CC)	color
firebrick (#CC2822)	color
firebrick (#CC3E28)	color
limegreen (#28CC06)	color
steelblue (#2883CC)	color
greenyellow (#CCDE28)	color
lightseagreen (#28CCA5)	color
turquoise (#28E4CC)	color
blueviolet (#7D28CC)	color
chocolate (#CC4528)	color
royalblue (#2845CC)	color
mediumvioletred (#CC287D)	color
greenyellow (#CCE428)	color
yellowgreen (#A5CC28)	color
turquoise (#28DECC)	color
peru (#CC8328)	color
limegreen (#06CC28)	color
royalblue (#283ECC)	color
mediumblue (#2228CC)	color
mediumvioletred (#CC2867)	color
lightseagreen (#289FCC)	color
darkorchid (#C228CC)	color
mediumorchid (#CC28C8)	color
limegreen (#00CC28)	color
mediumseagreen (#28CC61)	color
mediumblue (#2828CC)	color
rosybrown (#CC9C9C)	color
darkseagreen (#92CC9C)	color
yellowgreen (#9CCC11)	color
lightseagreen (#1B9CCC)	color
goldenrod (#CC9C13)	color
rosybrown (#CC909C)	color
darkgray (#9A9CCC)	color
rosybrown (#CC9C94)	color
mediumvioletred (#CC0F9C)	color
yellowgreen (#9CCC19)	color
darkviolet (#9C15CC)	color
rosybrown (#CC8E9C)	color
darkseagreen (#9CCC98)	color
mediumpurple (#9C96CC)	color
lightseagreen (#0D9CCC)	color
mediumvioletred (#CC179C)	color
darkviolet (#9C17CC)	color
goldenrod (#CC9C0D)	color
rosybrown (#CC969C)	color
darkseagreen (#98CC9C)	color
mediumpurple (#9C8ECC)	color
mediumvioletred (#CC159C)	color
lightseagreen (#19CC9C)	color
darkviolet (#9C0FCC)	color
darkgray (#949CCC)	color
rosybrown (#CC9C9A)	color
mediumpurple (#9C90CC)	color
lightseagreen (#139CCC)	color
goldenrod (#CC9C1B)	color
lightseagreen (#11CC9C)	color
darkseagreen (#9CCC92)	color
darkgray (#9C9CCC)	color
firebrick (#CC1010)	color
goldenrod (#C4CC10)	color
limegreen (#10CC22)	color
darkviolet (#6F10CC)	color
mediumvioletred (#CC1065)	color
darkgoldenrod (#CC8110)	color
darkviolet (#CE10CC)	color
firebrick (#CC1006)	color
greenyellow (#CCE010)	color
limegreen (#10CC2D)	color
lightseagreen (#10A7CC)	color
firebrick (#CC3E10)	color
lightseagreen (#10CC8B)	color
royalblue (#1049CC)	color
darkviolet (#9D10CC)	color
greenyellow (#CCEA10)	color
darkturquoise (#10EACC)	color
mediumvioletred (#CC109D)	color
chocolate (#CC4910)	color
yellowgreen (#8BCC10)	color
mediumblue (#103ECC)	color
goldenrod (#CCA710)	color
limegreen (#2DCC10)	color
darkturquoise (#10E0CC)	color
mediumblue (#0610CC)	color
darkviolet (#CC10CE)	color
dodgerblue (#1081CC)	color
darkviolet (#6510CC)	color
mediumvioletred (#CC106F)	color
limegreen (#22CC10)	color
darkturquoise (#10CCC4)	color
mediumblue (#1010CC)	color
rosybrown (#CC8484)	color
khaki (#F5CC84)	color
yellowgreen (#84CC33)	color
orchid (#C384CC)	color
orchid (#CC84B7)	color
palevioletred (#CC7284)	color
dodgerblue (#0184CC)	color
rosybrown (#CC8478)	color
tan (#CCB084)	color
yellowgreen (#84CC40)	color
darkorchid (#843ACC)	color
khaki (#CCEF84)	color
darkseagreen (#84CC7E)	color
aquamarine (#84FBCC)	color
steelblue (#2D84CC)	color
tan (#CCBD84)	color
skyblue (#84BDCC)	color
peru (#CC842D)	color
khaki (#CCFB84)	color
darkseagreen (#7ECC84)	color
aquamarine (#84EFCC)	color
mediumvioletred (#CC3A84)	color
mediumseagreen (#40CC84)	color
skyblue (#84B0CC)	color
mediumpurple (#7884CC)	color
darkgoldenrod (#CC8401)	color
mediumpurple (#8472CC)	color
orchid (#B784CC)	color
orchid (#CC84C3)	color
mediumseagreen (#33CC84)	color
lightskyblue (#84CCF5)	color
mediumpurple (#8484CC)	color
lightcyan (#CCF8F8)	color
deepskyblue (#26CCF8)	color
sandybrown (#F8CC45)	color
turquoise (#17F8CC)	color
greenyellow (#CCF808)	color
orchid (#CC63F8)	color
turquoise (#35F8CC)	color
lightcyan (#CCF8EA)	color
violet (#CC81F8)	color
sandybrown (#F8CC53)	color
pink (#F8CCCC)	color
plum (#CC9FF8)	color
khaki (#F8CC71)	color
lightpink (#F8AECC)	color
powderblue (#BDF8CC)	color
plum (#CC8FF8)	color
plum (#F88FCC)	color
palegoldenrod (#CCF8BD)	color
plum (#CCAEF8)	color
lightskyblue (#71CCF8)	color
lightpink (#F89FCC)	color
gainsboro (#CCCCF8)	color
mediumturquoise (#53CCF8)	color
hotpink (#F881CC)	color
lightgoldenrodyellow (#EAF8CC)	color
greenyellow (#CCF835)	color
hotpink (#F863CC)	color
darkturquoise (#08F8CC)	color
greenyellow (#CCF817)	color
mediumturquoise (#45CCF8)	color
gold (#F8CC26)	color
lightgoldenrodyellow (#F8F8CC)	color
indianred (#CC6C6C)	color
mediumseagreen (#58CC6C)	color
yellowgreen (#6CCC56)	color
slateblue (#6A6CCC)	color
indianred (#CC6C5A)	color
indianred (#CC546C)	color
slateblue (#686CCC)	color
indianred (#CC6C5C)	color
indianred (#CC526C)	color
mediumseagreen (#6CCC66)	color
slateblue (#6C5ECC)	color
indianred (#CC506C)	color
mediumseagreen (#6CCC64)	color
slateblue (#6C60CC)	color
royalblue (#4E6CCC)	color
indianred (#CC626C)	color
slateblue (#6C62CC)	color
indianred (#CC6C4E)	color
indianred (#CC606C)	color
mediumseagreen (#64CC6C)	color
slateblue (#6C50CC)	color
indianred (#CC5E6C)	color
mediumseagreen (#66CC6C)	color
slateblue (#6C52CC)	color
slateblue (#5C6CCC)	color
indianred (#CC6C68)	color
slateblue (#6C54CC)	color
slateblue (#5A6CCC)	color
indianred (#CC6C6A)	color
mediumseagreen (#56CC6C)	color
mediumseagreen (#6CCC58)	color
slateblue (#6C6CCC)	color
gainsboro (#CCE0E0)	color
skyblue (#89CCE0)	color
burlywood (#E0CC67)	color
lightgray (#BEE0CC)	color
palegoldenrod (#CCE0AC)	color
mediumorchid (#CC45E0)	color
lightblue (#9CE0CC)	color
lightgray (#CCE0CE)	color
mediumorchid (#CC22E0)	color
burlywood (#E0CC7A)	color
gainsboro (#E0F0CC)	color
darkviolet (#CC00E0)	color
darkkhaki (#E0CC57)	color
magenta (#E013CC)	color
gainsboro (#DEE0CC)	color
mediumorchid (#CC35E0)	color
mediumorchid (#E035CC)	color
gainsboro (#CCE0DE)	color
darkviolet (#CC13E0)	color
mediumturquoise (#57CCE0)	color
magenta (#E000CC)	color
gainsboro (#CCF0E0)	color
skyblue (#7ACCE0)	color
mediumorchid (#E022CC)	color
lightgray (#CEE0CC)	color
palegoldenrod (#CCE09C)	color
mediumorchid (#E045CC)	color
powderblue (#ACE0CC)	color
lightgray (#CCE0BE)	color
skyblue (#67CCE0)	color
burlywood (#E0CC89)	color
gainsboro (#E0E0CC)	color
indianred (#CC5454)	color
darkkhaki (#BBCC54)	color
mediumseagreen (#54CC78)	color
royalblue (#1254CC)	color
mediumorchid (#CC54FD)	color
indianred (#CC3654)	color
mediumorchid (#CF54CC)	color
indianred (#CC5440)	color
greenyellow (#CCF354)	color
mediumaquamarine (#54CC8D)	color
steelblue (#5482CC)	color
darkkhaki (#CCB054)	color
limegreen (#54CC4A)	color
mediumturquoise (#54C5CC)	color
slateblue (#6E54CC)	color
crimson (#CC0854)	color
darkviolet (#5408CC)	color
indianred (#CC546E)	color
darkkhaki (#CCC554)	color
mediumseagreen (#4ACC54)	color
mediumturquoise (#54B0CC)	color
peru (#CC8254)	color
yellowgreen (#8DCC54)	color
turquoise (#54F3CC)	color
royalblue (#4054CC)	color
mediumorchid (#CC54CF)	color
slateblue (#5436CC)	color
hotpink (#FD54CC)	color
chocolate (#CC5412)	color
yellowgreen (#78CC54)	color
mediumturquoise (#54CCBB)	color
slateblue (#5454CC)	color
silver (#CCC8C8)	color
pink (#ECCCC8)	color
tan (#C8CC89)	color
mediumturquoise (#66C8CC)	color
darkkhaki (#CCC84F)	color
mediumorchid (#CC26C8)	color
darkturquoise (#03C8CC)	color
silver (#CCC8B2)	color
silver (#CCC4C8)	color
tan (#C8CCA0)	color
darkorchid (#C815CC)	color
mediumorchid (#CC61C8)	color
yellowgreen (#C8CC3D)	color
orchid (#C877CC)	color
pink (#FEC8CC)	color
lightgray (#CCDAC8)	color
lightgray (#C8DACC)	color
lavender (#CCC8FE)	color
orchid (#CC77C8)	color
mediumturquoise (#3DCCC8)	color
mediumorchid (#C861CC)	color
darkorchid (#CC15C8)	color
lightsteelblue (#A0CCC8)	color
silver (#C8C4CC)	color
lightsteelblue (#B2C8CC)	color
goldenrod (#CCC803)	color
darkorchid (#C826CC)	color
mediumturquoise (#4FC8CC)	color
darkkhaki (#CCC866)	color
skyblue (#89CCC8)	color
lightgray (#C8CCEC)	color
silver (#C8C8CC)	color
crimson (#CC3C3C)	color
limegreen (#1ECC3C)	color
lightseagreen (#3CCC9A)	color
mediumorchid (#B93CCC)	color
mediumvioletred (#CC3CA1)	color
crimson (#CC173C)	color
royalblue (#363CCC)	color
firebrick (#CC3C24)	color
peru (#CC943C)	color
mediumturquoise (#3CCCB3)	color
mediumturquoise (#3CA7CC)	color
crimson (#CC113C)	color
limegreen (#3CCC30)	color
slateblue (#3C2ACC)	color
darkorchid (#8E3CCC)	color
goldenrod (#CCAD3C)	color
mediumturquoise (#3CADCC)	color
mediumvioletred (#CC3C8E)	color
crimson (#CC2A3C)	color
limegreen (#30CC3C)	color
mediumblue (#3C11CC)	color
goldenrod (#CCA73C)	color
yellowgreen (#B3CC3C)	color
steelblue (#3C94CC)	color
royalblue (#243CCC)	color
firebrick (#CC3C36)	color
mediumblue (#3C17CC)	color
darkorchid (#A13CCC)	color
mediumorchid (#CC3CB9)	color
yellowgreen (#9ACC3C)	color
limegreen (#3CCC1E)	color
royalblue (#3C3CCC)	color
silver (#CCB0B0)	color
mediumaquamarine (#4FCCB0)	color
silver (#B0CCAC)	color
darkturquoise (#0DB0CC)	color
plum (#CCB0F2)	color
mediumvioletred (#CC08B0)	color
cornflowerblue (#6AB0CC)	color
tan (#CCB096)	color
palevioletred (#CC65B0)	color
silver (#B0CCC6)	color
darkorchid (#B039CC)	color
silver (#CCC2B0)	color
yellowgreen (#B0CC23)	color
powderblue (#B0DCCC)	color
lightseagreen (#1EB0CC)	color
palevioletred (#CC80B0)	color
mediumpurple (#B080CC)	color
goldenrod (#CCB01E)	color
silver (#CCDCB0)	color
lightseagreen (#23CCB0)	color
lightsteelblue (#B0C2CC)	color
mediumorchid (#CC39B0)	color
silver (#C6CCB0)	color
mediumorchid (#B065CC)	color
lightsteelblue (#96B0CC)	color
darkkhaki (#CCB06A)	color
darkviolet (#B008CC)	color
lightpink (#F2B0CC)	color
goldenrod (#CCB00D)	color
silver (#ACCCB0)	color
yellowgreen (#B0CC4F)	color
silver (#B0B0CC)	color
firebrick (#CC2424)	color
yellowgreen (#80CC24)	color
lightseagreen (#24CCBD)	color
blueviolet (#6124CC)	color
crimson (#CC2444)	color
greenyellow (#CCF924)	color
darkorchid (#9D24CC)	color
firebrick (#CC2408)	color
firebrick (#CC3624)	color
turquoise (#24CCDA)	color
turquoise (#24CBCC)	color
chocolate (#CC7224)	color
limegreen (#24CC16)	color
steelblue (#248FCC)	color
darkorchid (#AE24CC)	color
chocolate (#CC5224)	color
royalblue (#2452CC)	color
mediumvioletred (#CC24AE)	color
goldenrod (#CC8F24)	color
limegreen (#16CC24)	color
royalblue (#2472CC)	color
goldenrod (#CCCB24)	color
goldenrod (#DACC24)	color
royalblue (#2436CC)	color
mediumblue (#0824CC)	color
mediumvioletred (#CC249D)	color
turquoise (#24F9CC)	color
slateblue (#4424CC)	color
mediumvioletred (#CC2461)	color
yellowgreen (#BDCC24)	color
mediumseagreen (#24CC80)	color
mediumblue (#2424CC)	color
rosybrown (#CC9898)	color
darkseagreen (#B2CC98)	color
lightsteelblue (#98CCCE)	color
darkgray (#B598CC)	color
rosybrown (#CC9896)	color
khaki (#CCEA98)	color
plum (#D198CC)	color
rosybrown (#CC987A)	color
mediumvioletred (#CC0698)	color
skyblue (#98CCED)	color
mediumpurple (#985DCC)	color
mediumvioletred (#CC2298)	color
yellowgreen (#98CC09)	color
darkorchid (#9841CC)	color
steelblue (#3E98CC)	color
mediumvioletred (#CC2598)	color
darkorchid (#9825CC)	color
peru (#CC983E)	color
mediumvioletred (#CC4198)	color
lightseagreen (#09CC98)	color
darkorchid (#9822CC)	color
palevioletred (#CC5D98)	color
khaki (#EDCC98)	color
darkviolet (#9806CC)	color
cornflowerblue (#7A98CC)	color
plum (#CC98D1)	color
aquamarine (#98EACC)	color
mediumpurple (#9698CC)	color
darkgray (#CC98B5)	color
tan (#CECC98)	color
darkseagreen (#98CCB2)	color
darkgray (#9898CC)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
gainsboro (#DDDDDD)	color
crimson (#DD3030)	color
yellowgreen (#A8DD30)	color
lightseagreen (#30DD9B)	color
mediumblue (#2330DD)	color
deeppink (#DD30B6)	color
peru (#DD8D30)	color
mediumblue (#1530DD)	color
mediumorchid (#DD30C4)	color
peru (#DD8030)	color
limegreen (#30DD08)	color
turquoise (#30D1DD)	color
chocolate (#DD7230)	color
turquoise (#30DDFA)	color
turquoise (#30DFDD)	color
blueviolet (#6330DD)	color
greenyellow (#DDEC30)	color
turquoise (#30ECDD)	color
indianred (#DD3063)	color
greenyellow (#DDDF30)	color
gold (#FADD30)	color
royalblue (#3072DD)	color
goldenrod (#DDD130)	color
limegreen (#08DD30)	color
royalblue (#3080DD)	color
mediumorchid (#C430DD)	color
orangered (#DD3015)	color
dodgerblue (#308DDD)	color
darkorchid (#B630DD)	color
crimson (#DD3023)	color
yellowgreen (#9BDD30)	color
turquoise (#30DDA8)	color
royalblue (#3030DD)	color
lightcoral (#DD8383)	color
lightgreen (#73DD83)	color
yellowgreen (#83DD58)	color
cornflowerblue (#6883DD)	color
palevioletred (#DD838E)	color
mediumvioletred (#DD3D83)	color
royalblue (#4D83DD)	color
palevioletred (#DD83AA)	color
mediumvioletred (#DD2283)	color
yellowgreen (#83DD32)	color
skyblue (#83C5DD)	color
mediumvioletred (#DD0683)	color
yellowgreen (#83DD17)	color
skyblue (#83E0DD)	color
violet (#EB83DD)	color
khaki (#DDFB83)	color
aquamarine (#83FBDD)	color
violet (#DD83EB)	color
khaki (#DDE083)	color
springgreen (#17DD83)	color
darkviolet (#8306DD)	color
burlywood (#DDC583)	color
mediumseagreen (#32DD83)	color
blueviolet (#8322DD)	color
mediumpurple (#AA83DD)	color
peru (#DD834D)	color
blueviolet (#833DDD)	color
mediumpurple (#8E83DD)	color
darksalmon (#DD8368)	color
mediumaquamarine (#58DD83)	color
lightgreen (#83DD73)	color
mediumpurple (#8383DD)	color
gainsboro (#DDD6D6)	color
turquoise (#3EDDD6)	color
gold (#D6DD15)	color
lightblue (#AED6DD)	color
burlywood (#DDD667)	color
gainsboro (#DDECD6)	color
skyblue (#85D6DD)	color
khaki (#DDD690)	color
thistle (#DDC4D6)	color
darkkhaki (#D6DD5C)	color
thistle (#D6B9DD)	color
plum (#DD9BD6)	color
greenyellow (#D6DD33)	color
gainsboro (#D6E1DD)	color
skyblue (#72D6DD)	color
magenta (#DD0AD6)	color
magenta (#D60ADD)	color
khaki (#DDD672)	color
gainsboro (#DDE1D6)	color
turquoise (#33DDD6)	color
plum (#D69BDD)	color
thistle (#DDB9D6)	color
mediumturquoise (#5CDDD6)	color
thistle (#D6C4DD)	color
skyblue (#90D6DD)	color
khaki (#DDD685)	color
gainsboro (#D6ECDD)	color
mediumturquoise (#67D6DD)	color
palegoldenrod (#DDD6AE)	color
darkturquoise (#15DDD6)	color
greenyellow (#D6DD3E)	color
gainsboro (#D6D6DD)	color
crimson (#DD2929)	color
limegreen (#09DD29)	color
turquoise (#29DDD3)	color
magenta (#F329DD)	color
crimson (#DD293F)	color
